========================================================================================================================
HTSim 详细仿真日志
转换时间: 2025-08-04 14:27:28
========================================================================================================================

【仿真配置】
--------------------------------------------------------------------------------
  瓶颈速率1 (pkt/s)       : 166 pkt/sec
  瓶颈速率2 (pkt/s)       : 400 pkt/sec
  缓冲区1 (包数)           : 301 pkt
  流数量                 : 2
  包大小                 : 1500 bytes
  往返时延 RTT (秒)        : 0.01
  目标窗口                : 30

【网络组件清单】
--------------------------------------------------------------------------------

队列组件:
  [   3] PQueue2             
  [   4] PQueue3             
  [   5] PQueue4             
  [   1] Queue1              
  [   2] Queue2              
  [   6] queue_back1         
  [   7] queue_back2         

TCP接收端:
  [  13] TCPsink             
  [   9] mptcp_sink          

TCP发送端:
  [   8] MPTCPFlow           

【完整事件时间线】
------------------------------------------------------------------------------------------------------------------------
    行号 |     时间(ms) |          组件          | 事件解释
  4137 |   38620.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4138 |   38630.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4139 |   38640.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4140 |   38650.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4141 |   38660.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4142 |   38670.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4143 |   38680.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4144 |   38690.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4145 |   38700.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4146 |   38710.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4147 |   38720.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4148 |   38730.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4149 |   38740.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4150 |   38750.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4151 |   38760.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4152 |   38770.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4153 |   38780.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4154 |   38790.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4155 |   38800.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4156 |   38810.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4157 |   38820.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4158 |   38830.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4159 |   38840.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4160 |   38850.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4161 |   38860.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4162 |   38870.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4163 |   38880.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4164 |   38890.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4165 |   38900.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4166 |   38910.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4167 |   38920.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4168 |   38930.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4169 |   38940.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4170 |   38950.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4171 |   38960.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4172 |   38970.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4173 |   38980.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4174 |   38990.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4175 |   39000.00 |       TCPsink        | TCP发送 - 序列号:11, 确认号:22, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:1.0, RTT:0.00ms
  4176 |   39000.00 |       TCPsink        | TCP发送 - 序列号:11, 确认号:25, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:1.0, RTT:0.00ms
  4177 |   39000.00 |       TCPsink        | TCP发送 - 序列号:5, 确认号:11, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4178 |   39000.00 |       TCPsink        | TCP发送 - 序列号:5, 确认号:11, 窗口:1, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:451500.00ms
  4179 |   39000.00 |       TCPsink        | TCP发送 - 序列号:4, 确认号:11, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:38.999995983936, RTT:0.00ms
  4180 |   39000.00 |       TCPsink        | TCP发送 - 序列号:5, 确认号:12, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4181 |   39000.00 |       TCPsink        | TCP发送 - 序列号:5, 确认号:12, 窗口:1, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:28500.00ms
  4182 |   39000.00 |       TCPsink        | TCP发送 - 序列号:4, 确认号:12, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:38.999998333334, RTT:0.00ms
  4183 |   39000.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4184 |   39010.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4185 |   39020.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4186 |   39030.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4187 |   39040.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4188 |   39050.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4189 |   39060.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4190 |   39070.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4191 |   39080.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4192 |   39090.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4193 |   39100.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4194 |   39110.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4195 |   39120.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4196 |   39130.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4197 |   39140.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4198 |   39150.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4199 |   39160.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4200 |   39170.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4201 |   39180.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4202 |   39190.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4203 |   39200.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4204 |   39210.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4205 |   39220.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4206 |   39230.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4207 |   39240.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4208 |   39250.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4209 |   39260.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4210 |   39270.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4211 |   39280.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4212 |   39290.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4213 |   39300.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4214 |   39310.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4215 |   39320.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4216 |   39330.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4217 |   39340.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4218 |   39350.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4219 |   39360.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4220 |   39370.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4221 |   39380.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4222 |   39390.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4223 |   39400.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4224 |   39410.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4225 |   39420.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4226 |   39430.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4227 |   39440.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4228 |   39450.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4229 |   39460.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4230 |   39470.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4231 |   39480.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4232 |   39490.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4233 |   39500.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4234 |   39510.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4235 |   39520.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4236 |   39530.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4237 |   39540.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4238 |   39550.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4239 |   39560.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4240 |   39570.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4241 |   39580.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4242 |   39590.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4243 |   39600.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4244 |   39610.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4245 |   39620.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4246 |   39630.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4247 |   39640.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4248 |   39650.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4249 |   39660.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4250 |   39670.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4251 |   39680.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4252 |   39690.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4253 |   39700.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4254 |   39710.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4255 |   39720.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4256 |   39730.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4257 |   39740.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4258 |   39750.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4259 |   39760.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4260 |   39770.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4261 |   39780.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4262 |   39790.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4263 |   39800.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4264 |   39810.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4265 |   39820.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4266 |   39830.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4267 |   39840.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4268 |   39850.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4269 |   39860.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4270 |   39870.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4271 |   39880.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4272 |   39890.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4273 |   39900.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4274 |   39910.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4275 |   39920.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4276 |   39930.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4277 |   39940.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4278 |   39950.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4279 |   39960.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4280 |   39970.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4281 |   39980.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4282 |   39990.00 |       TCPsink        | TCP发送 - 序列号:14, 确认号:0, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4283 |   40000.00 |       TCPsink        | TCP发送 - 序列号:11, 确认号:22, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:1.0, RTT:0.00ms
  4284 |   40000.00 |       TCPsink        | TCP发送 - 序列号:11, 确认号:25, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:1.0, RTT:0.00ms
  4285 |   40000.00 |       TCPsink        | TCP发送 - 序列号:5, 确认号:11, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:0.00ms
  4286 |   40000.00 |       TCPsink        | TCP发送 - 序列号:5, 确认号:11, 窗口:1, 拥塞窗口:0.0, 慢启动阈值:0.0, RTT:451500.00ms
  4287 |   40000.00 |       TCPsink        | TCP发送 - 序列号:4, 确认号:11, 窗口:0, 拥塞窗口:0.0, 慢启动阈值:39.999995983936, RTT:0.00ms
